221.28,1086.5,2.4628,4.3688,1.4365,1.5209
462.41,1094.4,1.1862,3.8355,1.516,1.9443
258.44,1253.3,7.016,3.617,1.1862,1.3209
219.29,1071.6,12.537,4.1106,1.1379,1.9181
258.72,1325.7,8.7181,3.8383,1.8819,1.8301
129.36,416.24,1.7287,3.1574,1.967,1.9883
121.13,322.91,12.069,3.3816,1.2961,1.9628
285.11,663.48,5.4096,4.2411,1.0152,1.7124
223.83,561.21,2.1117,2.1787,1.3713,1.2387
393.19,1100.4,5.1649,4.7121,1.5415,1.9082
193.19,1025.9,6.7394,2.3319,1.2011,1.116
432.34,1103.3,10.601,2.3121,1.4968,1.6216
288.23,468.87,5.2926,4.8908,1.9578,1.7436
326.24,382.48,1.25,3.0922,1.623,1.1848
267.52,493.69,8.7606,2.9702,1.1755,1.3238
137.3,725.04,1.5904,4.5759,1.4223,1.9713
482.27,913.69,10.388,2.227,1.7167,1.5812
422.41,933.55,14.314,4.8255,1.4876,1.6259
353.19,1405.2,4.1117,4.9078,1.094,1.7089
139.57,563.19,3.4202,2.0284,1.9294,1.1238
468.09,931.56,13.09,1.5688,1.5628,1.2486
435.18,873.97,5.3351,2.7291,1.9096,1.0862
256.17,668.44,3.133,1.9404,1.9252,1.667
190.92,1226.5,4.8138,4.2894,1.406,1.45
255.32,1208.6,5.6543,4.3376,1.7606,1.8018
179.01,952.41,0.54787,4.5957,1.2138,1.8826
342.7,765.74,14.548,4.0113,1.8784,1.7947
392.62,1084.5,4.367,4.3518,1.211,1.1372
189.22,600.92,1.6436,2.1106,1.0954,1.8082
101.84,923.62,4.9096,4.3035,1.7408,1.7429
391.49,1419.1,3.3457,1.7078,1.6784,1.1124
169.65,942.48,8.4947,2.0142,1.5238,1.6947
436.31,728.01,6.5691,2.678,1.1408,1.6748
268.94,549.29,9.8564,3.9007,1.4677,1.777
249.36,1085.5,13.452,4.1333,1.567,1.5635
411.35,637.66,2.2074,3.6879,1.1323,1.4706
339.01,862.06,11.537,3.7277,1.9351,1.2365
163.12,437.09,8.5266,3.5092,1.7855,1.3507
360.57,1120.2,4.1862,4.3858,1.8294,1.084
107.8,1483.6,14.441,3.1035,1.7287,1.4755
413.62,1231.4,0.99468,3.3872,1.2727,1.4245
443.97,1430,13.293,4.3206,1.0422,1.7585
368.51,744.89,1.4096,2.5163,1.8571,1.206
168.51,359.65,5.3777,1.7702,1.2911,1.5259
441.99,756.81,9.9309,3.5518,1.633,1.0954
386.38,835.25,2.2181,4.2043,1.5734,1.9011
396.88,988.16,1.6755,4.5305,1.5954,1.4819
367.94,1382.3,1.5266,3.6794,1.9762,1.9358
117.16,240.5,11.856,3.6199,1.2202,1.7564
410.78,1171.8,4.633,4.2553,1.9401,1.5975
483.97,1031.8,10.239,1.8411,1.2443,1.1713
321.99,1456.8,12.75,3.7617,1.5195,1.6926
303.26,998.09,9.8883,3.6539,1.9379,1.7975
132.2,754.82,5.9521,3.6028,1.9543,1.0082
215.6,311.99,10.356,4.1305,1.6309,1.4358
365.11,1220.5,0.32447,1.9745,1.0876,1.7649
466.1,1313.8,5.5479,4.434,1.6933,1.928
319.15,490.71,3.516,1.7021,1.4287,1.2535
100.99,250.43,14.644,3.6908,1.345,1.9514
241.7,1408.2,9.0053,4.9844,1.0039,1.1961
471.49,1322.8,7.5266,3.1461,1.8989,1.6138
439.72,986.17,14.707,4.7518,1.067,1.9989
427.23,819.36,11.197,3.8496,1.777,1.245
327.09,1395.2,10.165,3.044,1.5011,1.7032
214.47,526.45,6.3032,4.4255,1.1585,1.1443
141.56,574.11,14.197,2.8199,1.9082,1.9096
381.84,1426,6.8032,2.1078,1.2387,1.5663
398.3,1339.6,7.8457,2.4227,1.85,1.8762
173.9,1353.5,11.144,4.139,1.072,1.889
283.4,1352.6,14.569,2.2156,1.4301,1.0479
235.18,1446.9,11.835,2.5759,1.4628,1.8642
449.08,936.52,3.8351,3.9745,1.6103,1.1394
484.82,697.23,4.25,1.966,1.9649,1.6032
151.49,590.99,2.6011,3.3702,1.4011,1.077
196.88,732.98,3.4096,1.634,1.0848,1.4365
286.24,673.4,12.654,3.7447,1.0394,1.3585
225.53,1178.8,9.7074,1.7277,1.3812,1.2755
382.98,1264.2,1.0904,4.2695,1.4699,1.7727
194.61,1306.9,13.005,4.6582,1.0074,1.1025
205.96,879.93,6.5372,3.234,1.1252,1.2713
430.92,730.99,14.878,4.9333,1.3961,1.5578
389.5,582.06,5.0798,4.9645,1.7358,1.6706
311.77,1458.8,9.1968,2.7319,1.8429,1.7989
181.56,377.52,9.1011,2.4369,1.1904,1.5273
121.42,775.67,1.0798,3.634,1.9904,1.4918
197.45,1066.6,9.1543,2.4936,1.2791,1.8699
162.55,817.38,3.1968,4.6128,1.1415,1.4011
356.6,1417.1,11.229,4.0936,1.8117,1.7245
416.17,812.41,0.0053191,2.2638,1.7124,1.8656
444.26,1138.1,6.484,4.3291,1.4259,1.4408
106.38,1283,6.133,4.7915,1.0904,1.3372
300.43,316.95,0.17553,4.7773,1.9798,1.9571
467.52,830.28,2.3351,4.6383,1.8585,1.9046
348.94,576.1,13.601,2.2809,1.0762,1.794
167.38,267.3,8.867,1.6851,1.4748,1.2883
144.11,973.26,13.186,4.7291,1.4961,1.9408
444.54,859.08,9.867,4.3801,1.5316,1.555
178.44,527.45,10.878,2.6468,1.8876,1.4826
304.11,1448.9,14.484,3.0184,1.4046,1.4812
253.62,978.23,11.995,4.7546,1.6727,1.8897
474.33,1378.4,2.9628,4.8199,1.8082,1.1621
385.53,1298.9,9.9734,4.3943,1.7152,1.2124
186.95,745.89,13.473,1.9489,1.6869,1.0663
120,307.02,14.282,4.6695,1.95,1.1649
416.74,831.28,1.3457,3.2908,1.8372,1.3337
310.35,753.83,0.89894,4.156,1.2521,1.8514
177.87,749.86,13.069,4.4567,1.4996,1.016
345.53,700.21,4.0479,1.3816,1.2777,1.2961
123.97,875.96,9.3564,3.6397,1.2351,1.0578
356.03,1329.7,1.7713,3.7759,1.7557,1.2117
347.23,554.26,2.5904,3.1858,1.906,1.9032
161.13,247.45,8.6436,3.4241,1.2755,1.4273
262.13,953.4,11.314,2.7489,1.4713,1.3897
346.38,1157.9,7.9415,2.1504,1.6216,1.0252
487.66,1228.4,10.218,3.3844,1.2699,1.5167
113.19,1372.4,2.3883,2.1447,1.2975,1.6699
243.69,1496.5,4.0904,3.3929,1.55,1.4968
493.05,708.16,4.4309,2.8312,1.6699,1.3018
359.15,1134.1,8.8989,4.4652,1.9947,1.7848
255.04,1252.3,10.984,4.1844,1.3748,1.1855
153.76,1146,14.58,2.3092,1.7798,1.7741
446.81,1340.6,4.5053,3.7872,1.6323,1.1699
209.65,856.1,13.707,2.3716,1.5351,1.4798
261.56,406.31,5.016,3.4752,1.8557,1.5294
257.3,622.77,1.8138,2.1844,1.5862,1.4535
388.09,820.35,3.8777,2.6837,1.9202,1.4926
454.18,1244.3,10.399,2.7092,1.7741,1.05
269.22,1499.5,6.0585,1.895,1.8145,1.2592
268.09,480.78,13.112,4.6525,1.7883,1.2479
231.77,865.04,5.1543,2.6241,1.3223,1.2004
184.4,1449.9,4.7713,4.5163,1.8436,1.7677
248.51,1060.6,2.3245,4.7745,1.9301,1.1954
447.38,1379.4,7.5691,3.6312,1.5486,1.8273
468.65,565.18,8.1011,2.0085,1.8188,1.2358
144.68,209.72,9.9096,2.5106,1.6642,1.3706
333.33,1359.5,6.3351,2.383,1.9855,1.9266
425.53,704.18,8.8564,2.8652,1.6613,1.1436
340.99,614.82,3.4415,3.8667,1.4862,1.9862
287.66,1429,4.2074,3.3617,1.5805,1.1337
428.65,1189.7,9.0266,3.2028,1.8848,1.5025
279.72,1442.9,0.6117,4.8823,1.0089,1.2025
445.67,1248.3,5.8351,3.983,1.7472,1.5784
239.72,1175.8,5.3883,2.5475,1.9848,1.3124
199.15,1166.9,10.271,2.7801,1.5202,1.5152
490.78,1191.7,11.527,2.2496,1.3826,1.0004
475.18,667.45,7.3777,4.6241,1.8408,1.3564
224.96,1022.9,3.9734,1.722,1.1443,1.4039
304.4,1057.7,3.016,4.3177,1.9046,1.5805
369.65,1239.4,4.0798,4.4028,1.1918,1.3727
178.72,1332.7,4.5372,2.766,1.3096,1.3677
249.93,504.61,0.45213,4.244,1.9564,1.5082
306.38,398.37,1.9734,2.3518,1.1096,1.8564
339.57,1393.3,10.941,4.4426,1.3642,1.9819
202.27,901.77,9.3032,2.7773,1.4067,1.8855
243.4,1176.8,2.9734,3.2596,1.7848,1.5798
155.46,1403.2,5.0372,1.9688,1.8053,1.8344
136.45,542.34,9.4734,4.8227,1.0103,1.2663
394.33,1416.1,3.5479,4.366,1.428,1.1202
397.45,648.58,8.1968,3.2993,1.4053,1.2131
373.62,1386.3,13.782,2.783,1.0181,1.8493
443.12,1154,14.537,3.4213,1.9365,1.2018
150.07,464.89,14.356,2.7745,1.1741,1.2152
315.74,1072.6,1.3032,2.6865,1.2479,1.8138
480.57,657.52,8.6649,2.7972,1.5613,1.2167
373.9,996.1,0.9734,2.7348,1.1479,1.6691
142.98,1445.9,9.7819,2.5617,1.4387,1.5323
284.54,1286,3.1011,3.6993,1.4252,1.9486
405.96,443.05,0.39894,2.9929,1.5578,1.8202
252.48,450,7.2287,3.0468,1.9152,1.611
175.6,1019.9,2.4415,2.0624,1.2656,1.0167
217.87,965.32,2.1011,4.8028,1.3904,1.6592
178.16,390.43,7.484,4.5929,1.4089,1.7486
495.32,832.27,6.6649,4.7801,1.0706,1.1755
170.78,473.83,8.2074,2.5135,1.3309,1.5053
321.13,445.04,5.6117,2.0681,1.0826,1.6004
465.53,1453.8,9.1117,4.6099,1.2684,1.7578
257.59,399.36,0.090426,3.1007,1.1613,1.1968
472.62,742.91,4.0691,2.295,1.1578,1.1777
180.43,1048.7,12.08,4.7631,1.011,1.2351
314.61,1212.6,4.2926,4.3489,1.2188,1.706
234.89,548.3,5.2713,2.8965,1.2628,1.1117
466.67,630.71,6.7181,4.766,1.1557,1.6493
333.62,1351.6,6.1436,4.1248,1.5543,1.9904
304.96,529.43,4.4202,1.8752,1.6826,1.3734
101.56,966.31,3.0053,4.5021,1.1606,1.8167
455.04,740.92,12.856,3.6511,1.7479,1.5415
447.94,1036.8,4.3989,2.3035,1.0628,1.6713
493.9,1185.7,0.56915,2.8,1.1245,1.3975
498.72,1018.9,6.75,1.5433,1.0777,1.1188
194.89,864.04,5.9415,3.6113,1.233,1.1975
266.67,834.26,9.0798,2.8085,1.4238,1.1628
169.93,861.06,9.5266,2.6638,1.455,1.3557
229.22,1240.4,5.7713,2.9163,1.9621,1.5741
126.24,326.88,13.165,3.3248,1.6252,1.1862
271.21,944.47,4.3138,1.9064,1.0223,1.4578
211.91,679.36,10.112,2.5362,1.8287,1.7862
146.1,699.22,0.37766,4.3972,1.6479,1.7826
174.18,1304.9,1.984,2.0397,1.4379,1.3713
413.9,696.24,3.5904,4.9418,1.4535,1.7791
222.7,1471.7,7.0372,4.3404,1.0855,1.9025
129.93,271.28,2.5479,3.8411,1.1138,1.1472
404.26,477.8,13.059,1.9972,1.8507,1.277
282.55,1007,7.8245,2.3887,1.4436,1.9245
160.57,1169.9,6.0372,2.9645,1.6514,1.1613
185.25,893.83,7.9521,4.695,1.133,1.3188
363.97,1297.9,5.8457,3.5206,1.9167,1.7266
200.28,1280.1,9.7394,3.7135,1.7025,1.9472
348.65,420.21,14.431,3.1801,1.4918,1.7365
233.48,878.94,5.1755,4.2071,1.2933,1.7911
415.89,666.45,1.2074,4.0028,1.9408,1.9734
213.33,1357.5,6.1543,2.6411,1.4358,1.2337
291.91,532.41,2.5691,2.2837,1.0238,1.384
401.99,1114.3,8.2926,2.5333,1.2606,1.6394
331.63,1466.7,14.931,3.2879,1.3855,1.5677
101.28,413.26,13.973,4.5617,1.8791,1.9777
453.62,940.5,4.2713,4.1645,1.0323,1.9089
478.58,1149,1.8245,4.1957,1.3323,1.2089
310.92,1076.5,1.3351,2.7546,1.611,1.5089
190.64,265.32,3.1862,4.1418,1.7571,1.8124
290.5,306.03,6.8989,4.9702,1.7372,1.2422
277.16,385.46,2.8351,2.6383,1.7543,1.3223
305.53,816.38,14.239,4.834,1.416,1.5387
343.26,1037.8,14.814,3.6823,1.9911,1.7777
103.55,961.35,2.5053,3.2738,1.1642,1.9202
329.93,898.79,12.037,1.6652,1.6649,1.2791
306.95,990.14,13.207,3.9348,1.7535,1.0996
413.05,1082.5,13.048,4.6014,1.1209,1.784
424.68,1225.5,6.1011,3.356,1.6046,1.1507
118.87,150.14,7.4628,2.1532,1.4784,1.6684
271.49,1234.4,1.1755,2.2553,1.7514,1.2181
240.57,698.23,8.7713,2.4879,1.1947,1.0238
404.82,569.15,5.5798,3.8326,1.1677,1.4188
120.57,300.07,9.6117,2.5872,1.4025,1.6089
149.22,471.84,7.3138,2.7234,1.8202,1.7294
215.32,1263.2,5.3457,4.8652,1.7691,1.7103
206.81,1433,14.761,3.7163,1.1202,1.4613
103.83,1054.7,2.9521,1.983,1.9706,1.7812
389.22,453.97,3.1223,3.4156,1.9713,1.1408
260.14,791.56,12.016,1.9546,1.194,1.1287
251.91,1230.4,13.984,3.9121,1.0202,1.9387
196.6,1001.1,1.4947,1.7645,1.7252,1.6557
424.11,1243.3,13.654,4.7319,1.6543,1.2344
130.78,474.82,6.3777,4.2099,1.0287,1.3486
143.83,304.04,13.484,2.3348,1.5103,1.6805
204.26,951.42,13.612,4.9589,1.4762,1.2174
152.91,635.67,6.3245,2.3603,1.0699,1.4344
315.46,714.11,14.835,3.3759,1.784,1.1982
120.85,683.33,11.367,3.5915,1.4982,1.5507
342.41,1424,14.899,4.0482,1.3755,1.472
222.41,691.28,8.2819,3.2284,1.1691,1.977
348.09,1210.6,11.686,3.3333,1.4933,1.0784
306.67,880.92,10.005,2.8454,1.5337,1.9507
208.79,410.28,7.8883,3.8809,1.7862,1.7897
214.75,907.73,11.431,2.9787,1.5706,1.5436
348.37,1193.7,12.505,2.9305,1.3691,1.8521
347.8,479.79,9.7926,1.6965,1.311,1.3266
214.18,584.04,4.8564,3.4979,1.945,1.6387
394.61,1335.7,4.6862,4.3461,1.694,1.9876
299.86,928.58,5.4521,4.3603,1.1543,1.3805
213.9,1142.1,9.9521,3.322,1.1968,1.9216
159.43,1000.1,11.814,3.4809,1.189,1.2734
275.74,633.69,14.846,2.8113,1.3011,1.8401
207.94,1381.3,8.4309,4.9021,1.0067,1.4145
188.65,924.61,4.7926,1.6255,1.5727,1.2514
303.83,460.92,4.1543,2.5504,1.9266,1.6152
428.09,595.96,3.7287,4.9929,1.6465,1.3011
228.37,778.65,12.324,2.0539,1.4897,1.8947
134.75,1207.6,14.676,3.8922,1.8011,1.2429
432.91,1295,5.8777,3.4184,1.0812,1.3883
371.63,456.95,9.2713,2.3433,1.355,1.9145
455.6,1155,9.9202,4.5447,1.6876,1.2032
442.27,1407.2,12.995,2.122,1.8067,1.9309
182.98,771.7,10.559,1.4667,1.0996,1.0571
184.11,784.61,9.2287,1.5518,1.2379,1.2493
203.97,1331.7,8.6011,3.1603,1.1621,1.0294
167.66,1052.7,1.5053,3.1518,1.3592,1.3996
221.56,462.91,6.5798,2.5589,1.1848,1.95
224.4,1474.7,7.9096,4.7206,1.5436,1.4883
133.33,384.47,11.676,2.0794,1.7592,1.5926
184.96,317.94,3.633,1.844,1.3245,1.0677
384.11,429.15,13.91,4.2922,1.4812,1.911
406.52,1498.5,13.559,3.3135,1.6557,1.8011
334.18,470.85,1.7181,4.2582,1.8167,1.3053
245.96,793.55,13.952,2.5447,1.0493,1.1429
148.94,730,14.612,2.5305,1.2904,1.0415
192.06,621.77,7.6543,3.8553,1.0911,1.0195
407.66,1472.7,4.2606,2.6723,1.1989,1.645
333.05,995.11,5.7287,4.0057,1.4911,1.0394
158.87,776.67,8.984,3.2113,1.1152,1.9911
291.63,1432,1.6011,4.2752,1.4656,1.3571
392.34,1495.5,10.91,3.9489,1.9521,1.1145
230.07,401.35,9.484,4.9674,1.1684,1.7082
203.12,634.68,12.867,4.2298,1.5635,1.6564
328.79,658.51,10.686,4.2525,1.6351,1.6635
387.8,769.72,14.293,4.0681,1.216,1.723
203.4,850.14,8.4628,2,1.1514,1.1876
229.5,909.72,6.8138,2.539,1.867,1.7223
452.48,1221.5,4.6755,4.7489,1.2876,1.0855
168.79,539.36,10.59,2.8908,1.9557,1.4309
467.8,1152,12.112,4.3319,1.1663,1.0372
166.81,639.65,14.473,2.417,1.6947,1.9599
121.7,559.22,12.899,4.4539,1.316,1.0656
202.84,1090.4,1.8457,1.6085,1.1521,1.2472
195.18,1042.8,10.303,2.9333,1.9592,1.2784
242.84,628.72,13.463,2.3206,1.5245,1.9613
166.24,243.48,2.3777,2.2355,1.7926,1.1053
483.4,680.35,4.6223,2.573,1.1422,1.9124
227.52,371.56,8.1543,2.139,1.6365,1.9465
112.34,747.87,9.5904,2.1248,1.4493,1.3443
419.86,735.96,10.154,3.844,1.8486,1.2819
132.48,145.18,4.9415,4.2809,1.3947,1.5571
375.89,524.47,4.7394,4.1021,1.806,1.2826
311.21,433.12,4.8457,3.2142,1.5004,1.7996
255.89,1292,7.8351,4.9191,1.1528,1.2301
296.45,734.96,6.8564,3.9433,1.1706,1.1266
104.96,169.01,9.1649,4.6894,1.4408,1.2684
217.02,720.07,6.9096,4.4965,1.8358,1.516
435.74,801.49,10.197,2.8142,1.677,1.1578
316.03,1068.6,3.2713,2.5078,1.6018,1.5039
304.68,1201.6,14.101,4.817,1.2869,1.0557
259.29,1106.3,12.548,3.6851,1.2465,1.0748
216.74,867.02,7.7819,1.8468,1.15,1.172
107.23,153.12,14.261,4.1759,1.0748,1.4238
432.06,1272.1,3.7926,3.461,1.0613,1.9493
316.88,347.73,13.995,1.5915,1.0387,1.5613
180.99,1126.2,2.7819,4.1872,1.6358,1.5826
188.94,558.23,10.856,4.1078,1.8982,1.1195
227.23,900.78,6.367,4.6809,1.5592,1.0351
339.86,1293,2.0053,2.2014,1.9812,1.7543
308.94,1119.2,2.4521,3.7674,1.5387,1.8145
486.52,987.16,5.4734,2.0908,1.8025,1.9869
110.64,434.11,0.85638,4.4113,1.9486,1.4947
168.23,1214.5,11.346,1.8638,1.0677,1.6833
337.59,1197.7,0.64362,3.7844,1.3344,1.3174
217.59,251.42,0.98404,4.0199,1.8904,1.7961
267.8,457.94,11.037,3.6255,1.0606,1.3663
472.06,1033.8,9.7606,4.939,1.8613,1.6996
296.74,525.46,7.2606,2.6809,1.1535,1.3046
454.47,926.6,3.6543,4.973,1.5621,1.6535
364.54,1469.7,9.6755,3.3021,1.9358,1.4727
138.16,1291,13.25,3.0525,1.0926,1.9436
319.72,617.8,6.6755,2.834,1.8181,1.1018
488.51,538.37,13.516,4.2496,1.7181,1.7918
335.32,715.11,13.154,2.9248,1.9004,1.8443
473.19,1034.8,13.378,4.7858,1.3394,1.3082
127.09,560.21,12.367,1.7191,1.2039,1.606
395.46,1002.1,14.027,2.8482,1.794,1.1294
363.4,1172.8,1.3564,3.4099,1.2848,1.4436
148.37,977.23,6.1968,1.7901,1.1713,1.177
351.21,572.13,1.5691,4.6553,1.3443,1.8621
131.35,985.18,5.2394,2.2298,1.6748,1.4564
421.84,594.96,0.86702,3.1716,1.5571,1.9379
172.77,389.43,3.0266,2.7716,1.8748,1.1401
434.33,1307.9,3.2819,3.0865,1.9337,1.0025
109.22,779.65,10.441,4.0709,1.6848,1.3145
100.14,226.6,2.7394,2.8426,1.555,1.9365
280.28,1327.7,12.58,3.9262,1.2401,1.3521
490.21,866.03,9.75,2.7206,1.9663,1.4677
232.91,858.09,11.59,3.6369,1.7897,1.128
252.77,688.3,1.0372,2.644,1.0401,1.7195
264.68,733.97,2.1223,4.2667,1.4904,1.8223
247.09,828.3,8.1223,2.9277,1.9493,1.2266
323.69,509.57,12.771,4.2014,1.7238,1.255
383.55,1088.4,8.5904,3.1404,1.3238,1.6053
379.86,482.77,6.9415,2.5816,1.0096,1.2401
300.99,1050.7,6.2819,3.6284,1.8259,1.5138
137.02,530.43,10.282,3.9801,1.8826,1.0316
411.91,431.13,13.718,4.1475,1.7727,1.9209
198.87,659.5,0.63298,3.2624,1.1294,1.6521
336.45,746.88,4.8777,3.027,1.2436,1.2273
113.48,957.38,12.484,4.017,1.128,1.4862
102.98,1268.2,6.4096,3.3305,1.05,1.816
469.5,573.12,14.686,4.0397,1.35,1.0089
175.89,367.59,6.1649,2.8227,1.3174,1.677
422.13,892.84,5.4947,4.2184,1.0968,1.4422
386.95,1348.6,14.718,3.4043,1.7089,1.328
479.15,804.47,13.271,3.7248,1.4117,1.4067
297.87,452.98,0.77128,4.8397,1.0138,1.2394
341.56,432.13,10.431,4.7972,1.5918,1.6273
392.91,1223.5,14.154,1.7333,1.6677,1.7238
139.01,731.99,0.67553,3.0326,1.9571,1.4287
499.01,1305.9,11.846,1.6738,1.1238,1.189
448.51,1184.8,2.867,3.5319,1.9387,1.9429
485.39,643.62,7.1543,4.7716,1.0245,1.8812
240.85,685.32,5.8032,4.7035,1.1656,1.5557
355.46,1302.9,10.037,4.1504,1.0011,1.1557
461.56,568.16,9.5585,3.2227,1.8621,1.0628
480.28,1303.9,13.537,3.6142,1.9748,1.7379
294.75,510.57,0.27128,2.0965,1.7706,1.9195
447.66,1145,10.58,4.0596,1.7493,1.0535
344.11,1317.8,4.7074,2.7603,1.5181,1.2415
254.75,1097.4,10.75,3.3986,1.0543,1.7706
346.1,983.19,0.66489,2.2894,1.9223,1.7252
317.73,541.35,2.0691,4.417,1.4989,1.1748
153.19,1009,7.0691,3.9887,1.2472,1.2599
379.29,969.29,13.644,4.6752,1.6167,1.8961
317.16,1209.6,2.9096,3.966,1.3791,1.772
287.94,890.85,6.3564,4.0426,1.6089,1.4557
449.65,1032.8,12.931,4.905,1.7032,1.755
308.65,1247.3,10.048,2.0879,1.3372,1.6209
165.11,588.01,11.399,3.1064,1.1465,1.5096
399.72,1358.5,13.824,2.8624,1.4869,1.2245
396.03,405.32,14.016,4.1929,1.7273,1.8606
240.28,537.38,14.324,2.0199,1.5883,1.9848
421.28,854.11,10.069,4.4879,1.745,1.5011
223.55,905.74,1.3777,3.4525,1.1429,1.345
416.45,908.72,6.4309,4.0794,1.8457,1.4443
184.68,1347.6,5.2606,4.4,1.0791,1.9294
183.55,767.73,1.6968,2.2326,1.589,1.533
471.21,815.39,13.218,4.0369,1.3727,1.8181
381.56,808.44,3.9096,2.1021,1.0578,1.233
485.11,1415.1,2.6968,3.4553,1.2613,1.411
486.81,608.87,11.495,3.5887,1.3926,1.7613
461.28,1017,5.8989,1.7787,1.2982,1.0337
143.55,1371.4,0.49468,4.9475,1.006,1.1926
363.12,994.11,12.239,2.6752,1.545,1.7046
268.65,827.3,9.2181,3.8184,1.1316,1.8096
300.71,424.18,4.0053,2.0993,1.511,1.5472
269.79,280.21,7.75,4.8596,1.7202,1.4401
302.98,313.97,0.51596,4.4738,1.616,1.684
219.86,1198.7,3.867,1.7362,1.0727,1.1784
105.53,736.95,0.42021,4.8539,1.3365,1.589
350.35,496.67,12.676,4.9986,1.5138,1.0833
164.26,1159.9,14.739,3.9716,1.1082,1.0812
205.39,1437,14.41,4.1702,1.1635,1.2507
414.18,976.24,2.7074,3.9631,1.3918,1.8585
